id,date,set,song,time,location
14668,10/20/1995,2,"I'm Blue, I'm Lonesome",183,195
14669,10/20/1995,2,Bouncing Around the Room,217,195
14670,10/20/1995,2,Run Like an Antelope,675,195
14671,10/20/1995,E,Sleeping Monkey,336,195
14672,10/20/1995,E,Rocky Top,145,195
14673,10/21/1995,1,Tweezer Reprise,160,402
14674,10/21/1995,1,Chalk Dust Torture,441,402
14675,10/21/1995,1,Guelah Papyrus,352,402
14676,10/21/1995,1,Reba,876,402
14677,10/21/1995,1,Wilson,298,402
14678,10/21/1995,1,Cars Trucks Buses,215,402
14679,10/21/1995,1,Kung,268,402
14680,10/21/1995,1,The Lizards,621,402
14681,10/21/1995,1,Strange Design,230,402
14682,10/21/1995,1,Acoustic Army,279,402
14683,10/21/1995,1,Good Times Bad Times,379,402
14684,10/21/1995,1,Tweezer Reprise,103,402
14685,10/21/1995,2,Audience Chess Move,54,402
14686,10/21/1995,2,Also Sprach Zarathustra,248,402
14687,10/21/1995,2,David Bowie,1026,402
14688,10/21/1995,2,Lifeboy,542,402
14689,10/21/1995,2,Sparkle,219,402
14690,10/21/1995,2,You Enjoy Myself,1489,402
14691,10/21/1995,2,Purple Rain,347,402
14692,10/21/1995,2,Hold Your Head Up,70,402
14693,10/21/1995,2,Harry Hood,829,402
14694,10/21/1995,2,Suzy Greenberg,391,402
14695,10/21/1995,E,Highway to Hell,227,402
14696,10/22/1995,1,AC/DC Bag,565,40
14697,10/22/1995,1,My Mind's Got a Mind of its Own,144,40
14698,10/22/1995,1,The Sloth,241,40
14699,10/22/1995,1,Runaway Jim,561,40
14700,10/22/1995,1,Weigh,327,40
14701,10/22/1995,1,NICU,318,40
14702,10/22/1995,1,Fast Enough for You,381,40
14703,10/22/1995,1,It's Ice,520,40
14704,10/22/1995,1,Poor Heart,133,40
14705,10/22/1995,1,Sample in a Jar,391,40
14706,10/22/1995,1,"I'm Blue, I'm Lonesome",190,40
14707,10/22/1995,1,Stash,773,40
14708,10/22/1995,2,Golgi Apparatus,286,40
14709,10/22/1995,2,Possum,900,40
14710,10/22/1995,2,Catapult,44,40
14711,10/22/1995,2,The Curtain,385,40
14712,10/22/1995,2,Tweezer,906,40
14713,10/22/1995,2,Makisupa Policeman,420,40
14714,10/22/1995,2,Big Black Furry Creature from Mars,386,40
14715,10/22/1995,2,Life on Mars?,209,40
14716,10/22/1995,2,Uncle Pen,243,40
14717,10/22/1995,2,Slave to the Traffic Light,622,40
14718,10/22/1995,2,Cavern,300,40
14719,10/22/1995,E,Sweet Adeline,161,40
14720,10/22/1995,E,The Squirming Coil,653,40
14721,10/24/1995,1,"My Friend, My Friend",462,143
14722,10/24/1995,1,Paul and Silas,149,143
14723,10/24/1995,1,Taste That Surrounds,411,143
14724,10/24/1995,1,Fee,348,143
14725,10/24/1995,1,Llama,296,143
14726,10/24/1995,1,The Horse,97,143
14727,10/24/1995,1,Silent in the Morning,351,143
14728,10/24/1995,1,Demand,112,143
14729,10/24/1995,1,Maze,654,143
14730,10/24/1995,1,Wolfman's Brother,340,143
14731,10/24/1995,1,Acoustic Army,228,143
14732,10/24/1995,1,Prince Caspian,189,143
14733,10/24/1995,1,Split Open and Melt,742,143
14734,10/24/1995,2,Julius,625,143
14735,10/24/1995,2,Theme From the Bottom,693,143
14736,10/24/1995,2,Bouncing Around the Room,219,143
14737,10/24/1995,2,You Enjoy Myself,1606,143
14738,10/24/1995,2,Sleeping Monkey,379,143
14739,10/24/1995,2,Run Like an Antelope,1008,143
14740,10/24/1995,2,Contact,361,143
14741,10/24/1995,2,Cavern,278,143
14742,10/24/1995,E,A Day in the Life,310,143
14743,10/25/1995,1,Ya Mar,572,114
14744,10/25/1995,1,Sample in a Jar,291,114
14745,10/25/1995,1,Divided Sky,969,114
14746,10/25/1995,1,The Wedge,279,114
14747,10/25/1995,1,Scent of a Mule,704,114
14748,10/25/1995,1,Free,566,114
14749,10/25/1995,1,Strange Design,252,114
14750,10/25/1995,1,My Long Journey Home,208,114
14751,10/25/1995,1,"I'm Blue, I'm Lonesome",165,114
14752,10/25/1995,1,Chalk Dust Torture,531,114
14753,10/25/1995,2,Reba,1038,114
14754,10/25/1995,2,Life on Mars?,217,114
14755,10/25/1995,2,Cars Trucks Buses,219,114
14756,10/25/1995,2,Mike's Song,882,114
14757,10/25/1995,2,Breathe,375,114
14758,10/25/1995,2,Sparkle,222,114
14759,10/25/1995,2,Weekapaug Groove,570,114
14760,10/25/1995,2,Suzy Greenberg,312,114
14761,10/25/1995,2,Crossroads,169,114
14762,10/25/1995,E,Fire,293,114
14763,10/27/1995,1,Runaway Jim,582,677
14764,10/27/1995,1,Fluffhead,882,677
14765,10/27/1995,1,Taste That Surrounds,447,677
14766,10/27/1995,1,Horn,222,677
14767,10/27/1995,1,I Didn't Know,198,677
14768,10/27/1995,1,Rift,333,677
14769,10/27/1995,1,Stash,843,677
14770,10/27/1995,1,Fee,331,677
14771,10/27/1995,2,Also Sprach Zarathustra,261,677
14772,10/27/1995,2,David Bowie,1110,677
14773,10/27/1995,2,Dog Faced Boy,124,677
14774,10/27/1995,2,Poor Heart,138,677
14775,10/27/1995,2,Simple,534,677
14776,10/27/1995,2,McGrupp and the Watchful Hosemasters,521,677
14777,10/27/1995,2,Keyboard Army,258,677
14778,10/27/1995,2,Bouncing Around the Room,214,677
14779,10/27/1995,2,Possum,896,677
14780,10/27/1995,1,Suspicious Minds > Hold Your Head Up,439,677
14781,10/27/1995,E,Life on Mars?,299,677
14782,10/28/1995,1,AC/DC Bag,563,588
14783,10/28/1995,1,Mound,346,588
14784,10/28/1995,1,Timber (Jerry),312,588
14785,10/28/1995,1,Uncle Pen,255,588
14786,10/28/1995,1,Sample in a Jar,293,588
14787,10/28/1995,1,The Lizards,673,588
14788,10/28/1995,1,Billy Breathes,349,588
14789,10/28/1995,1,Acoustic Army,255,588
14790,10/28/1995,1,Prince Caspian,185,588
14791,10/28/1995,1,Run Like an Antelope,723,588
14792,10/28/1995,2,Maze,661,588
14793,10/28/1995,2,Theme From the Bottom,645,588
14794,10/28/1995,2,Scent of a Mule,779,588
14795,10/28/1995,2,You Enjoy Myself,1330,588
